Character Name,Height,Weight,Bust,Waist,Hip,Gender,Eye Color,Hair Color,Hair Length,Apparent Age,Animal Ears,
Yumiko Toomi,,,,,,Female ,Brown ,Brown ,To Neck ,Adult ,No ,
Loco Moco,,,,,,Female ,Blue ,Red ,Past Waist ,Adult ,No ,
Artemisia Voltchyov,,,,,,Female ,Blue ,Gray ,To Shoulders ,Teen ,No ,
Shenhua Hachisuka,,,,,,Female ,Green ,Purple ,To Ears ,Adult ,No ,
Cotonoha,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Evil Rose,,,,,,Female ,Brown ,Purple ,To Neck ,Adult ,No ,
Kumi Aoike,,,,,,Female ,Gray ,Blue ,To Waist ,Teen ,No ,
Maya Oohara,,,,,,Female ,Purple ,Pink ,To Shoulders ,Teen ,No ,
Rua Kotohara,,,,,,Female ,Purple ,White ,Past Waist ,Teen ,No ,
Mihoshi Kamihina,,,,,,Female ,Yellow ,Blonde ,To Shoulders ,Teen ,No ,
Misaki Takaishi,,,,,,Female ,Blue ,Blonde ,To Chest ,Adult ,No ,
Wanghua,,,,,,Female ,Yellow ,Pink ,To Waist ,Teen ,Horns ,
Kimika Haida,,,,,,Female ,Purple ,Brown ,Past Waist ,Teen ,No ,
Nekomiya Mana,,,,,,Female ,Red ,Black ,To Shoulders ,Teen ,Animal ,
Rex Remington,,,,,,Female ,Black ,Gray ,To Ears ,Teen ,No ,
Kim Yu-Min,,,,,,Female ,Brown ,Brown ,Hair Up / Indeterminate ,Adult ,No ,
Florence Amegino N...,,,,,,Female ,Yellow ,Pink ,Past Waist ,Adult ,No ,
Panakeia,,,,,,Female ,Pink ,White ,To Waist ,Teen ,No ,
Akari Yamanashi,164cm,,,,,Female ,Green ,Brown ,To Ears ,Adult ,No ,
Noa Aoi,,,,,,Female ,Blue ,Black ,To Waist ,Teen ,No ,
Ayako Houjou,,,,,,Female ,Black ,Black ,To Chest ,Adult ,No ,
Tomoka Oomori,,,,,,Female ,Brown ,Black ,To Waist ,Adult ,No ,
Hohenzollern,,,,,,Female ,Yellow ,Blonde ,To Waist ,Adult ,No ,
Haruna Sagimoto,,,,,,Female ,Green ,Black ,To Waist ,Teen ,No ,
Sanae Touto,,,,,,Female ,Purple ,Purple ,Past Waist ,Teen ,No ,
Umika Konohoshi,,,,,,Female ,Red ,Purple ,To Waist ,Teen ,No ,
Shy,,,,,,Female ,Green ,Brown ,To Neck ,Teen ,No ,
Ruptna,,,,,,Female ,Brown ,Black ,Past Waist ,Teen ,No ,
Aoi Kurumazaki,,,,,,Female ,Pink ,Pink ,Past Waist ,Teen ,No ,
Aika von Colt,,,,,,Female ,Pink ,Orange ,To Waist ,Teen ,Animal ,
Aoi Ogirihata,,,,,,Female ,Blue / Green ,Blue ,To Neck ,Teen ,No ,
Arisu Higuchi,,,,,,Female ,Green ,Orange ,To Neck ,Teen ,No ,
Riko Hotsuki,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Ageha Kinuzuka,,,,,,Female ,Purple ,Black ,To Waist ,Teen ,No ,
Haruka Sakazaki,,,,,,Female ,Yellow ,Orange ,Past Waist ,Adult ,No ,
Ibuki Ayase,,,,,,Female ,Pink ,Purple ,Past Waist ,Teen ,No ,
Otogi Takanashi,,,,,,Female ,Gray ,Blonde ,To Neck ,Adult ,No ,
Main Nonohana,150cm,,70cm,52cm,69cm,Female ,Red ,Black ,To Neck ,Teen ,No ,
Sarara Saeki,,,,,,Female ,Pink ,Brown ,To Neck ,Adult ,No ,
Chika Nakabayashi,,,,,,Female ,Gray ,Black ,To Shoulders ,Teen ,No ,
Otoha Yumemiyakawa,167cm,,97cm,60cm,92cm,Female ,Brown ,Blue ,To Neck ,Teen ,No ,
Vira Elle Manzanares,,,,,,Female ,Purple ,Gray ,Past Waist ,Teen ,No ,
Shiinomi,,,,,,Female ,Green ,Brown ,To Neck ,Teen ,No ,
Susuki Shinomiya,,,,,,Female ,Yellow ,Maroon ,To Neck ,Teen ,Animal ,
Josei Kurokami,,,,,,Female ,Blue ,Black ,Past Waist ,Teen ,No ,
Mary Clasis Victoria,,,,,,Female ,Blue ,Red ,To Shoulders ,Teen ,No ,
Kanea Marigold,,,,,,Female ,Green ,Blonde ,To Waist ,Teen ,No ,
Setsugetsuka Tenno...,,,,,,Female ,Blue ,Purple ,To Chest ,Teen ,No ,
Kyouko Tsuruno,,,,,,Female ,Blue ,Blue ,To Shoulders ,Teen ,No ,
Fromage,,,,,,Female ,Purple ,Blonde ,To Neck ,Adult ,Animal ,
Alicia Rorogga,,,,,,Female ,Green ,Brown ,Past Waist ,Teen ,No ,
Chie Isurugi,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Kagaribi,,,,,,Female ,Pink ,Green ,Past Waist ,Adult ,No ,
Ruriho Sugimoto,160cm,,90cm,,,Female ,Red ,Green ,Past Waist ,Teen ,No ,
Mana Oikawa,,,,,,Female ,Purple ,Brown ,Past Waist ,Adult ,No ,
Tsugumi Yuuki,,,,,,Female ,Red ,Blue ,To Shoulders ,Teen ,No ,
Reika Hayami,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Makoto Kisaragi,,,,,,Female ,Purple ,Blonde ,To Chest ,Teen ,No ,
Roma Hoito,,,,,,Female ,Red ,Red ,To Shoulders ,Teen ,No ,
Hotaru Rihama,,,,,,Female ,Gray ,Brown ,To Shoulders ,Teen ,No ,
Sarah Maxwell,,,,,,Female ,Not Visible ,Gray ,To Waist ,Teen ,No ,
Prima Asparas,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Lucida Brown,,,,,,Female ,Gray ,Red ,To Ears ,Adult ,No ,
Tsubaki Andou,,,,,,Female ,Gray ,Black ,To Chest ,Adult ,No ,
Hinano Kurahashi,,,,,,Female ,Green ,Orange ,To Neck ,Teen ,No ,
Takako Adachi,,,,,,Female ,Gray ,Red ,To Shoulders ,Adult ,No ,
Nodoka Nonomiya,,,,,,Female ,Yellow ,Brown ,To Neck ,Teen ,No ,
Azusa Akizuki,,,,,,Female ,Red ,Purple ,Past Waist ,Adult ,No ,
Naho Ebihara,,,,,,Female ,Green ,Black ,To Ears ,Adult ,No ,
Yui Housenji,168cm,44kg,,,,Female ,Pink ,Purple ,Past Waist ,Teen ,No ,
Yukimi Naruse,,,,,,Female ,Brown ,Green ,To Shoulders ,Teen ,No ,
Aya Suzuno,,,,,,Female ,Brown ,Gray ,To Neck ,Teen ,No ,
Angelica Kamira Er...,160cm,,103cm,57cm,87cm,Female ,Orange ,Purple ,Past Waist ,Adult ,No ,
Hako Hitotsu,,,,,,Female ,Blue / Green ,Black ,To Neck ,Teen ,No ,
Sei,,,,,,Female ,Blue ,Black ,Hair Up / Indeterminate ,Teen ,No ,
Hikari Ogasawa,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Teen ,No ,
Ayane Sagara,,,,,,Female ,Gray ,Black ,To Waist ,Adult ,No ,
Amane,,,,,,Female ,Gray ,Black ,To Shoulders ,Adult ,No ,
Caramel,,,,,,Female ,Green ,Orange ,To Ears ,Teen ,No ,
Natsume Takashiro,,,,,,Female ,Brown ,Brown ,To Waist ,Adult ,No ,
Tokimi Aihara,,,,,,Female ,Green ,Blonde ,Past Waist ,Teen ,No ,
Miyako Tomaru,,,,,,Female ,Purple ,Brown ,To Waist ,Adult ,No ,
Aoi Miyabi,,,,,,Female ,Yellow ,Purple ,Past Waist ,Teen ,No ,
Asuka Tsukimiya,,,,,,Female ,Red ,Red ,Past Waist ,Teen ,No ,
Nyan Nok Cham,,,,,,Female ,Blue ,Green ,To Chest ,Teen ,No ,
Rena Asaoka,163cm,,89cm,59cm,90cm,Female ,Red ,Brown ,To Chest ,Adult ,No ,
Itsumi Yoshimura,,,,,,Female ,Red ,Orange ,To Ears ,Teen ,No ,
Ichijou,,,,,,Female ,Red ,Brown ,To Neck ,Teen ,No ,
Setsuko Saijou ,,,,,,Female ,Blue ,Maroon ,To Chest ,Adult ,No ,
Suruga Kanbaru,,,,,,Female ,Orange ,Purple ,To Ears ,Teen ,No ,
Marin Asagi,,,,,,Female ,Green ,Brown ,To Shoulders ,Teen ,No ,
Noel Renoir,,,,,,Female ,Red ,Purple ,Past Waist ,Teen ,No ,
Mao Kanesaki,,,,,,Female ,Red ,Brown ,To Waist ,Adult ,No ,
Minori Amamiya,,,,,,Female ,Blue ,Brown ,To Shoulders ,Teen ,No ,
Kikuko Nogi,,,,,,Female ,Blue ,Black ,Past Waist ,Teen ,No ,
Manaka Seto,,,,,,Female ,Yellow ,Blue ,To Shoulders ,Teen ,No ,
Touka Habu,,,,,,Female ,Yellow ,Pink ,To Shoulders ,Teen ,No ,
Ayane Hinata,,,,,,Female ,Brown ,Brown ,To Neck ,Adult ,No ,
Miyako Nagishiro,,,,,,Female ,Blue / Green ,Pink ,Past Waist ,Teen ,No ,
Ayumu Sayama,,,,,,Female ,Purple ,Green ,To Waist ,Adult ,No ,
Kikyou Akizuki,,,,,,Female ,Pink ,Black ,To Waist ,Teen ,No ,
Feresu,,,,,,Female ,Blue ,Purple ,Past Waist ,Adult ,No ,
Satsuki Akanetori,,,,,,Female ,Blue ,Blue ,To Waist ,Adult ,No ,
Yukari Kimizuka,,,,,,Female ,Blue ,Purple ,To Shoulders ,Adult ,No ,
Yumilia Qazan,167cm,,,,,Female ,Yellow ,Brown ,To Chest ,Teen ,No ,
Chitose Ikoma,156cm,,84cm,57cm,90cm,Female ,Purple ,Pink ,To Neck ,Teen ,No ,
Minato,,,,,,Female ,Blue ,Blue ,To Shoulders ,Teen ,No ,
Prelati,,,,,,Female ,Purple ,Brown ,To Chest ,Teen ,No ,
Homura Ouma,,,,,,Female ,Purple ,Red ,To Waist ,Teen ,No ,
Tsubasa Oribe,160cm,50kg,,,,Female ,Gray ,Black ,To Shoulders ,Teen ,No ,
Yukime Murano,,,,,,Female ,Purple ,Purple ,To Chest ,Adult ,No ,
Kokomi Hiiragi,156cm,,87cm,57cm,84cm,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Gr MG5,,,,,,Female ,Blue ,White ,To Shoulders ,Adult ,No ,
UTS-15,,,,,,Female ,Blue ,White ,Past Waist ,Adult ,No ,
Archer,,,,,,Female ,Blue ,Purple ,To Neck ,Adult ,No ,
Lanfa,,,,,,Female ,Blue ,Black ,To Waist ,Teen ,No ,
Sara Maekawa,,,,,,Female ,Blue ,Blonde ,To Chest ,Teen ,No ,
LLENN,,,,,,Female ,Purple ,Brown ,To Neck ,Teen ,No ,
Hinoko,,,,,,Female ,Blue ,Brown ,To Neck ,Teen ,No ,
Yuuri Jiyuuni,174cm,,81cm,58cm,87cm,Female ,Yellow ,Black ,To Chest ,Teen ,No ,
Leia,,,,,,Female ,Brown ,Brown ,To Shoulders ,Adult ,No ,
Marie Kurokami,,,,,,Female ,Gray ,Black ,Past Waist ,Adult ,No ,
Nanami Kikuchi,,,,,,Female ,Blue ,Brown ,To Neck ,Adult ,No ,
Mamie,,,,,,Female ,Blue ,Pink ,Hair Up / Indeterminate ,Teen ,No ,
Izumi Sato,,,,,,Female ,Black ,Black ,To Neck ,Teen ,No ,
Hata Sayako,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Keito ,,,,,,Female ,Purple ,Purple ,To Waist ,Teen ,No ,
Rumi Aikawa,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Teen ,No ,
Hirono Inada,,,,,,Female ,Blue ,Black ,To Neck ,Teen ,No ,
Hokuto Kurahashi,,,,,,Female ,Green ,Black ,Past Waist ,Adult ,No ,
Tamayo,,,,,,Female ,Purple ,Black ,Hair Up / Indeterminate ,Adult ,No ,
Riku Yanase,162cm,,90cm,58cm,87cm,Female ,Purple ,Black ,To Neck ,Adult ,No ,
Nagisa Shiozaki,,,,,,Female ,Blue ,Brown ,To Chest ,Adult ,No ,
Erika Kasuga,,,,,,Female ,Green ,Blonde ,Past Waist ,Teen ,No ,
Heidemarie,,,,,,Female ,Blue ,Black ,Past Waist ,Adult ,No ,
Yukimura,,,,,,Female ,Blue / Green ,Brown ,To Neck ,Teen ,No ,
Orellia,,,,,,Female ,Orange ,Orange ,To Waist ,Adult ,No ,
Yun-Hua Lu,,,,,,Female ,Brown ,Black ,To Chest ,Teen ,No ,
Shamash,,,,,,Female ,Yellow ,Blonde ,To Waist ,Teen ,No ,
Corinne Tilly,,,,,,Female ,Green ,Brown ,To Shoulders ,Adult ,No ,
Natsumi Ibata,,,,,,Female ,Black ,Blue ,To Shoulders ,Adult ,No ,
Satania,,,,,,Female ,Purple ,Purple ,To Waist ,Adult ,No ,
Natsuki Kitaura,167cm,,92cm,59cm,90cm,Female ,Blue ,Purple ,To Chest ,Teen ,No ,
Nino Tokisaka,152cm,41kg,,,,Female ,Purple ,Black ,Past Waist ,Teen ,No ,
Richer Shionomiya,,,,,,Female ,Pink ,White ,To Waist ,Teen ,No ,
Mirabelle Graceland,,,,,,Female ,Pink ,Green ,Past Waist ,Teen ,No ,
Kaoruko Nishinozono,166cm,,93cm,56cm,85cm,Female ,Blue / Green ,Blonde ,Past Waist ,Teen ,No ,
Kasumi Kirisaki,,,,,,Female ,Blue ,Brown ,To Neck ,Teen ,No ,
Kiyono Amahara,,,,,,Female ,Purple ,Blonde ,Past Waist ,Teen ,No ,
Yuuri Tadou,,,,,,Female ,Yellow ,Blue ,To Shoulders ,Adult ,No ,
Shouko Arishima,,,,,,Female ,Purple ,Brown ,To Neck ,Adult ,No ,
Moona Hoshinova,165cm,,,,,Female ,Purple ,Purple ,To Waist ,Adult ,No ,
Mongolian Wolf,,,,,,Female ,Orange ,Gray ,To Shoulders ,Adult ,Animal ,
Rope,,,,,,Female ,Gray ,Purple ,To Chest ,Adult ,Animal ,
Meiyui Chun,,,,,,Female ,Blue ,Blue ,Past Waist ,Teen ,No ,
Tanami Matsunoyama,,,,,,Female ,Blue / Green ,Black ,To Waist ,Teen ,No ,
Sakura Ino,,,,,,Female ,Blue ,Pink ,Past Waist ,Teen ,No ,
Pirate Captain Flan,,,,,,Female ,Orange ,Black ,To Chest ,Adult ,No ,
Fara Braun,,,,,,Female ,Blue ,Brown ,To Ears ,Adult ,No ,
Galactica,,,,,,Female ,Green ,Red ,To Neck ,Adult ,No ,
Miyuki Sonobe,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Aliceliese Lou Neb...,,,,,,Female ,Red ,Blonde ,Past Waist ,Teen ,No ,
Tsuzuri Kohanai,155cm,,,,,Female ,Purple ,Brown ,To Shoulders ,Adult ,No ,
Ogin Nanegawa,,,,,,Female ,Black ,Orange ,To Chest ,Teen ,No ,
Elissa,165cm,,,,,Female ,Purple ,Brown ,To Chest ,Teen ,No ,
Nanna Odin II,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Ryu,,,,,,Female ,Orange ,Purple ,To Waist ,Adult ,Horns ,
Moritaka Ashina,,,,,,Female ,Yellow ,Brown ,Past Waist ,Teen ,No ,
Rally Dawson,,,,,,Female ,Gray ,Red ,To Chest ,Teen ,No ,
Haruka Kasugano,,,,,,Female ,Green ,Green ,To Chest ,Adult ,No ,
Sitri Rembrandt,,,,,,Female ,Blue ,Blonde ,To Neck ,Adult ,No ,
Sophy Hiro,,,,,,Female ,Blue / Green ,Maroon ,To Waist ,Teen ,No ,
Aoi Oki,,,,,,Female ,Blue ,Blue ,To Neck ,Teen ,Elf ,
Haru Naiguuji,,,,,,Female ,Purple ,Purple ,Past Waist ,Teen ,No ,
Mieko Yotsuba,,,,,,Female ,Blue ,Red ,To Waist ,Teen ,No ,
Tomiko Tomita,,,,,,Female ,Black ,Brown ,To Chest ,Teen ,No ,
Ruri Amamiya,,,,,,Female ,Blue ,Black ,To Chest ,Teen ,No ,
Keiko Ono,,,,,,Female ,Blue ,Blue ,To Chest ,Adult ,No ,
Hinagiku Isanami,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Teen ,No ,
Kiyomi Arai,164cm,,,,,Female ,Brown ,Purple ,Past Waist ,Adult ,No ,
Sand Sentinel,,,,,,Female ,Yellow ,Blonde ,Past Waist ,Adult ,No ,
Milis,,,,,,Female ,Blue ,Purple ,To Waist ,Teen ,Elf ,
Teruka Yoshimi,,,,,,Female ,Brown ,Black ,To Chest ,Adult ,No ,
Crafto,,,,,,Female ,Not Visible ,Maroon ,To Shoulders ,Teen ,No ,
Kaguya Kuzunoha,,,,,,Female ,Red ,Black ,To Waist ,Adult ,Animal ,
Misaki Izuna,,,,,,Female ,Red ,Red ,To Neck ,Adult ,No ,
Arbus,,,,,,Female ,Red ,Black ,To Shoulders ,Teen ,Animal ,
Touko Shima,,,,,,Female ,Not Visible ,Black ,Hair Up / Indeterminate ,Adult ,No ,
Manaka Miyama,,,,,,Female ,Red ,Red ,To Shoulders ,Teen ,No ,
Mariko Shiratori,,,,,,Female ,Blue ,Maroon ,To Neck ,Teen ,No ,
Rin Shirogane,,,,,,Female ,Yellow ,Brown ,To Neck ,Teen ,No ,
Remon Yamano,139cm,33kg,,,,Female ,Pink ,Brown ,To Waist ,Teen ,No ,
Sayori Yashiro,,,,,,Female ,Purple ,Black ,To Shoulders ,Teen ,No ,
Rei Awaza,,,,,,Female ,Blue ,Purple ,To Neck ,Adult ,No ,
Eva Roux,,,,,,Female ,Purple ,White ,To Ears ,Adult ,No ,
Chateau Dankworth,160cm,50kg,,,,Female ,Blue ,Blonde ,To Shoulders ,Adult ,No ,
Akira Himeno,,,,,,Female ,Blue ,Brown ,To Neck ,Teen ,No ,
Mio Takanashi,158cm,,94cm,54cm,82cm,Female ,Brown ,Brown ,To Waist ,Adult ,No ,
Natsumi Morishita,,,,,,Female ,Purple ,Maroon ,To Shoulders ,Teen ,No ,
Kana Sohma,,,,,,Female ,Brown ,Brown ,To Neck ,Adult ,No ,
Yuri Suzuhara,,,,,,Female ,Blue ,Blonde ,To Chest ,Teen ,No ,
Isolet,,,,,,Female ,Blue ,Black ,To Waist ,Adult ,No ,
Hiyori Nishiyama,140cm,,,,,Female ,Red ,Blonde ,To Shoulders ,Teen ,No ,
Viola A.I.,,,,,,Female ,Brown ,Red ,To Ears ,Adult ,No ,
Chizuru Toomi,,,,,,Female ,Brown ,Brown ,To Chest ,Adult ,No ,
Hilda - Dancing gi...,,,,,,Female ,Blue / Green ,Maroon ,Past Waist ,Adult ,Elf ,
Protagonist ,,,,,,Female ,Gray ,Brown ,To Neck ,Teen ,No ,
Hakutaku,,,,,,Female ,Blue ,Pink ,To Neck ,Teen ,Animal ,
Linhua Hachisuka,,,,,,Female ,Green ,Purple ,To Neck ,Adult ,No ,
Leontaine du Louv,,,,,,Female ,Blue ,Blonde ,To Waist ,Adult ,No ,
Noble Rose ,,,,,,Female ,Brown ,Purple ,To Neck ,Adult ,No ,
Shizuka Misaki,,,,,,Female ,Brown ,Purple ,Past Waist ,Teen ,No ,
Mable,,,,,,Female ,Not Visible ,Blue / Green ,To Neck ,Adult ,No ,
Kitsuno Sango,,,,,,Female ,Brown ,Black ,To Neck ,Teen ,No ,
Rosanna,,,,,,Female ,Red ,White ,To Chest ,Adult ,No ,
Miru Kyounin,,,,,,Female ,Orange ,Brown ,To Neck ,Teen ,Animal ,
Yoon Si-Nae,,,,,,Female ,Green ,Black ,To Chest ,Teen ,No ,
Orla Lynzel,,,,,,Female ,Purple ,Brown ,To Neck ,Teen ,No ,
Mimi Watanuki,,,,,,Female ,Brown ,Pink ,To Neck ,Teen ,No ,
Kohana Aigasaki,,,,,,Female ,Yellow ,Orange ,To Waist ,Teen ,No ,
Persicaria,,,,,,Female ,Brown ,Brown ,To Waist ,Teen ,Animal ,
Mrs Douglas,,,,,,Female ,Black ,Blonde ,Hair Up / Indeterminate ,Adult ,No ,
Shikin Ouhei,,,,,,Female ,Blue ,Blonde ,Past Waist ,Adult ,Elf ,
Yukari Mikoshiro,,,,,,Female ,Yellow ,White ,To Waist ,Adult ,No ,
Aoba Anoa & Vic Vi...,,,,,,Female ,Blue ,Blue ,Past Waist ,Teen ,No ,
Nanase Asamiya,,,,,,Female ,Orange ,Blonde ,To Shoulders ,Teen ,No ,
Ruri Sugasaki,,,,,,Female ,Yellow ,Blonde ,To Shoulders ,Teen ,No ,
Macle,,,,,,Female ,Purple ,Purple ,To Chest ,Teen ,No ,
Iwatsurugi,,,,,,Female ,Blue / Green ,Black ,To Waist ,Teen ,No ,
Kanae Ogata,,,,,,Female ,Green ,Blonde ,To Chest ,Teen ,No ,
Yoshitatsu Saito,,,,,,Female ,Purple ,Blue ,To Waist ,Teen ,No ,
Hana Sakuragawa,,,,,,Female ,Green ,Brown ,Past Waist ,Teen ,No ,
Yuu Akeuchi,,,,,,Female ,Blue / Green ,Purple ,To Waist ,Teen ,No ,
Haruka Hinase,,,,,,Female ,Purple ,Purple ,To Chest ,Teen ,No ,
Flora Alse Norium ...,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Nanami Sekiya,,,,,,Female ,Yellow ,Purple ,To Shoulders ,Teen ,No ,
Tomoka Akae,,,,,,Female ,Blue ,Black ,To Shoulders ,Teen ,No ,
Keiko Kotegawa,,,,,,Female ,Purple ,Blue ,To Shoulders ,Adult ,No ,
Megumi Sekimoto,,,,,,Female ,Yellow ,Blonde ,To Ears ,Teen ,No ,
Ayano Nishina,,,,,,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Kiyomi Shindou,,,,,,Female ,Green ,Orange ,To Waist ,Adult ,No ,
Ritsu Renjouji,,,,,,Female ,Green ,Red ,To Waist ,Adult ,No ,
Shiho Satomura,156cm,,89cm,57cm,90cm,Female ,Yellow ,Blonde ,To Shoulders ,Adult ,No ,
Urara Shirai,,,,,,Female ,Purple ,Orange ,To Chest ,Adult ,No ,
Kaede Hoshino,,,,,,Female ,Brown ,Brown ,To Shoulders ,Adult ,No ,
Haru Kawaragiki,,,,,,Female ,Blue ,Blonde ,To Neck ,Teen ,No ,
Misuzu Shinohara,,,,,,Female ,Brown ,Brown ,To Chest ,Adult ,No ,
Reiko Toudouin,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Isami Kongou,160cm,,91cm,61cm,85cm,Female ,Red ,Blonde ,To Neck ,Teen ,No ,
Fizz,,,,,,Female ,Green ,Blonde ,To Neck ,Adult ,No ,
Ichigo Hanyuu,,,,,,Female ,Red ,Black ,To Shoulders ,Teen ,No ,
Leelen Super 1,,,,,,Female ,Orange ,Brown ,Past Waist ,Teen ,No ,
Tamaho Sumeragi,,,,,,Female ,Red ,Green ,To Shoulders ,Teen ,No ,
Kaori Miyamura,,,,,,Female ,Purple ,Green ,To Waist ,Teen ,No ,
Ayame Shion,,,,,,Female ,Purple ,Gray ,To Shoulders ,Teen ,No ,
Chihaya Enno,,,,,,Female ,Brown ,Brown ,Past Waist ,Teen ,No ,
Mathilde Saint-Omer,,,,,,Female ,Brown ,Brown ,Past Waist ,Teen ,No ,
Yurika Kawasumi,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Hinaki,,,,,,Female ,Red ,White ,To Waist ,Adult ,No ,
Suzette,,,,,,Female ,Brown ,Green ,To Waist ,Teen ,Animal ,
Ami Kurosaki,,,,,,Female ,Blue ,Brown ,Past Waist ,Teen ,No ,
Nami Tenrai,,,,,,Female ,Blue ,Blonde ,To Neck ,Adult ,No ,
Jiyurina Sugimoto,150cm,,72cm,,,Female ,Blue ,Green ,To Shoulders ,Teen ,No ,
Nanami Tsukizaki,,,,,,Female ,Red ,Orange ,To Neck ,Adult ,No ,
Kei Hisami,,,,,,Female ,Pink ,Pink ,To Neck ,Adult ,No ,
Noriko Shinohara,,,,,,Female ,Blue ,Brown ,To Waist ,Adult ,No ,
Nao Misaki,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Sasame Fuma,,,,,,Female ,Brown ,Orange ,To Shoulders ,Teen ,No ,
White Rabbit,,,,,,Female ,Pink ,Pink ,To Chest ,Teen ,Animal ,
Sumomo Akihime,,,,,,Female ,Pink ,Pink ,To Shoulders ,Teen ,No ,
Wakaba Hikami,,,,,,Female ,Purple ,Gray ,To Waist ,Teen ,No ,
Doctor Gecko,,,,,,Female ,Blue ,Orange ,To Neck ,Adult ,No ,
Meishing,,,,,,Female ,Purple ,Maroon ,To Ears ,Adult ,No ,
Karin Fujimori,,,,,,Female ,Yellow ,Blue ,To Shoulders ,Teen ,No ,
Haruno Kasai,,,,,,Female ,Yellow ,Gray ,To Chest ,Teen ,No ,
Kiyomi Saejima,,,,,,Female ,Gray ,Black ,To Shoulders ,Teen ,No ,
Ranko Ichijou,,,,,,Female ,Orange ,Blonde ,To Neck ,Teen ,No ,
Mrs. Enma,,,,,,Female ,Gray ,Black ,To Chest ,Adult ,No ,
Karen Nohara,148cm,39kg,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Ika Yobuko,,,,,,Female ,Blue ,Black ,To Waist ,Teen ,No ,
Chikazane Kira,,,,,,Female ,Brown ,White ,To Neck ,Teen ,No ,
Tamako,,,,,,Female ,Red ,Blue ,To Neck ,Teen ,No ,
Cecilia Highland,160cm,,104cm,58cm,89cm,Female ,Blue ,Gray ,Past Waist ,Teen ,No ,
Nayu Daikokuten,,,,,,Female ,Blue ,Brown ,To Neck ,Teen ,No ,
Ophelia Landlufen,,,,,,Female ,Red ,White ,To Waist ,Teen ,No ,
Takane Katsu,,,,,,Female ,Purple ,Brown ,To Neck ,Teen ,No ,
Yuri Himemiya,169cm,55kg,,,,Female ,Purple ,Black ,To Shoulders ,Teen ,No ,
Miho Miyoshi,,,,,,Female ,Green ,Orange ,To Chest ,Adult ,No ,
Honoka Uehara,,,,,,Female ,Green ,Green ,To Waist ,Teen ,No ,
Noi Tsubaki,,,,,,Female ,Blue ,Orange ,To Shoulders ,Teen ,No ,
Discorda,,,,,,Female ,Green ,Black ,To Neck ,Adult ,No ,
Nene Akazaki,,,,,,Female ,Brown ,Brown ,To Neck ,Adult ,No ,
Yumine Sakuma,,,,,,Female ,Black ,White ,To Waist ,Teen ,No ,
Arisegawa Arle,,,,,,Female ,Brown ,Purple ,To Ears ,Teen ,No ,
Yuki Fukazawa,,,,,,Female ,Blue ,Brown ,To Chest ,Teen ,No ,
Marina Hiiragi,165cm,,92cm,60cm,88cm,Female ,Purple ,Brown ,Past Waist ,Teen ,No ,
Pacica Peska Pelci...,,,,,,Female ,Blue ,Blonde ,To Chest ,Teen ,No ,
Fujiyama Mayumi,,,,,,Female ,Yellow ,Brown ,To Neck ,Adult ,No ,
Chocoa,,,,,,Female ,Green ,Brown ,To Waist ,Adult ,No ,
Sayaka Nakasugi,,,,,,Female ,Purple ,Blue ,To Waist ,Teen ,No ,
Yezo Sika Deer,,,,,,Female ,Gray ,Brown ,To Chest ,Teen ,Animal ,
Fumi,,,,,,Female ,Black ,Black ,Hair Up / Indeterminate ,Adult ,No ,
Satsuki Kondoh,,,,,,Female ,Gray ,Blue ,To Ears ,Teen ,No ,
Susie Parker,,,,,,Female ,Green ,Gray ,Past Waist ,Adult ,No ,
Red Girl,,,,,,Female ,Blue ,Black ,To Chest ,Teen ,No ,
Azusa Kurashiki,150cm,,75cm,51cm,77cm,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Saya Midou,,,,,,Female ,Purple ,Purple ,Past Waist ,Teen ,No ,
Yuki Kaionji,,,,,,Female ,Black ,Brown ,To Waist ,Adult ,No ,
Kirika Hasekura,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Honoka Shinjou,,,,,,Female ,Pink ,Pink ,To Neck ,Teen ,No ,
Yukari Shoubunokouji,,,,,,Female ,Green ,Purple ,To Waist ,Adult ,No ,
